O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Relatedness Tier,Index
39-4011.00,Embalmers,31-9099.02,Endoscopy Technicians,Supplemental,17
39-4011.00,Embalmers,29-1141.01,Acute Care Nurses,Supplemental,18
39-4011.00,Embalmers,29-1141.00,Registered Nurses,Supplemental,19
39-4011.00,Embalmers,31-2011.00,Occupational Therapy Assistants,Supplemental,20
39-4012.00,Crematory Operators,39-4021.00,Funeral Attendants,Primary-Short,1
39-4012.00,Crematory Operators,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Primary-Short,2
39-4012.00,Crematory Operators,11-9171.00,Funeral Home Managers,Primary-Short,3
39-4012.00,Crematory Operators,39-4011.00,Embalmers,Primary-Short,4
39-4012.00,Crematory Operators,53-7062.04,Recycling and Reclamation Workers,Primary-Short,5
39-4012.00,Crematory Operators,13-1041.06,Coroners,Primary-Long,6
39-4012.00,Crematory Operators,47-4041.00,Hazardous Materials Removal Workers,Primary-Long,7
39-4012.00,Crematory Operators,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Primary-Long,8
39-4012.00,Crematory Operators,31-9093.00,Medical Equipment Preparers,Primary-Long,9
39-4012.00,Crematory Operators,49-9043.00,"Maintenance Workers, Machinery",Primary-Long,10
39-4012.00,Crematory Operators,37-2012.00,Maids and Housekeeping Cleaners,Supplemental,11
39-4012.00,Crematory Operators,31-1132.00,Orderlies,Supplemental,12
39-4012.00,Crematory Operators,51-6011.00,Laundry and Dry-Cleaning Workers,Supplemental,13
39-4012.00,Crematory Operators,31-1121.00,Home Health Aides,Supplemental,14
39-4012.00,Crematory Operators,31-1122.00,Personal Care Aides,Supplemental,15
39-4012.00,Crematory Operators,39-2021.00,Animal Caretakers,Supplemental,16
39-4012.00,Crematory Operators,29-2056.00,Veterinary Technologists and Technicians,Supplemental,17
39-4012.00,Crematory Operators,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Supplemental,18
39-4012.00,Crematory Operators,29-2055.00,Surgical Technologists,Supplemental,19
39-4012.00,Crematory Operators,27-1023.00,Floral Designers,Supplemental,20
39-4021.00,Funeral Attendants,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Primary-Short,1
39-4021.00,Funeral Attendants,11-9171.00,Funeral Home Managers,Primary-Short,2
39-4021.00,Funeral Attendants,39-4012.00,Crematory Operators,Primary-Short,3
39-4021.00,Funeral Attendants,39-4011.00,Embalmers,Primary-Short,4
39-4021.00,Funeral Attendants,31-1121.00,Home Health Aides,Primary-Short,5
39-4021.00,Funeral Attendants,31-1122.00,Personal Care Aides,Primary-Long,6
39-4021.00,Funeral Attendants,31-1132.00,Orderlies,Primary-Long,7
39-4021.00,Funeral Attendants,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Primary-Long,8
39-4021.00,Funeral Attendants,39-1022.00,First-Line Supervisors of Personal Service Workers,Primary-Long,9
39-4021.00,Funeral Attendants,53-6061.00,Passenger Attendants,Primary-Long,10
39-4021.00,Funeral Attendants,13-1041.06,Coroners,Supplemental,11
39-4021.00,Funeral Attendants,39-6012.00,Concierges,Supplemental,12
39-4021.00,Funeral Attendants,37-2012.00,Maids and Housekeeping Cleaners,Supplemental,13
39-4021.00,Funeral Attendants,31-1131.00,Nursing Assistants,Supplemental,14
39-4021.00,Funeral Attendants,43-4171.00,Receptionists and Information Clerks,Supplemental,15
39-4021.00,Funeral Attendants,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Supplemental,16
39-4021.00,Funeral Attendants,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Supplemental,17
39-4021.00,Funeral Attendants,53-7065.00,Stockers and Order Fillers,Supplemental,18
39-4021.00,Funeral Attendants,39-6011.00,Baggage Porters and Bellhops,Supplemental,19
39-4021.00,Funeral Attendants,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Supplemental,20
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",39-4021.00,Funeral Attendants,Primary-Short,1
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",11-9171.00,Funeral Home Managers,Primary-Short,2
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",39-4011.00,Embalmers,Primary-Short,3
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",39-4012.00,Crematory Operators,Primary-Short,4
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",31-1121.00,Home Health Aides,Primary-Short,5
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",13-1041.06,Coroners,Primary-Long,6
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",31-1122.00,Personal Care Aides,Primary-Long,7
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",39-1022.00,First-Line Supervisors of Personal Service Workers,Primary-Long,8
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",31-1131.00,Nursing Assistants,Primary-Long,9
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",29-2099.08,Patient Representatives,Primary-Long,10
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",21-2011.00,Clergy,Supplemental,11
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",39-9041.00,Residential Advisors,Supplemental,12
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",21-1021.00,"Child, Family, and School Social Workers",Supplemental,13
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",11-9151.00,Social and Community Service Managers,Supplemental,14
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",21-2021.00,"Directors, Religious Activities and Education",Supplemental,15
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",11-9111.00,Medical and Health Services Managers,Supplemental,16
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Supplemental,17
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",21-1015.00,Rehabilitation Counselors,Supplemental,18
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",21-1093.00,Social and Human Service Assistants,Supplemental,19
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",29-2061.00,Licensed Practical and Licensed Vocational Nurses,Supplemental,20
39-5011.00,Barbers,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Primary-Short,1
39-5011.00,Barbers,39-5094.00,Skincare Specialists,Primary-Short,2
39-5011.00,Barbers,39-5093.00,Shampooers,Primary-Short,3
39-5011.00,Barbers,39-5092.00,Manicurists and Pedicurists,Primary-Short,4
39-5011.00,Barbers,39-5091.00,"Makeup Artists, Theatrical and Performance",Primary-Short,5
39-5011.00,Barbers,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Primary-Long,6
39-5011.00,Barbers,51-6051.00,"Sewers, Hand",Primary-Long,7
39-5011.00,Barbers,11-9179.02,Spa Managers,Primary-Long,8
39-5011.00,Barbers,47-2141.00,"Painters, Construction and Maintenance",Primary-Long,9
39-5011.00,Barbers,39-1022.00,First-Line Supervisors of Personal Service Workers,Primary-Long,10
39-5011.00,Barbers,51-9123.00,"Painting, Coating, and Decorating Workers",Supplemental,11
39-5011.00,Barbers,51-6011.00,Laundry and Dry-Cleaning Workers,Supplemental,12
39-5011.00,Barbers,41-2031.00,Retail Salespersons,Supplemental,13
39-5011.00,Barbers,37-2012.00,Maids and Housekeeping Cleaners,Supplemental,14
39-5011.00,Barbers,27-1023.00,Floral Designers,Supplemental,15
39-5011.00,Barbers,51-9071.00,Jewelers and Precious Stone and Metal Workers,Supplemental,16
39-5011.00,Barbers,51-7021.00,Furniture Finishers,Supplemental,17
39-5011.00,Barbers,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Supplemental,18
39-5011.00,Barbers,51-6041.00,Shoe and Leather Workers and Repairers,Supplemental,19
39-5011.00,Barbers,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Supplemental,20
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5011.00,Barbers,Primary-Short,1
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5094.00,Skincare Specialists,Primary-Short,2
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5093.00,Shampooers,Primary-Short,3
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5091.00,"Makeup Artists, Theatrical and Performance",Primary-Short,4
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5092.00,Manicurists and Pedicurists,Primary-Short,5
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Primary-Long,6
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",51-6051.00,"Sewers, Hand",Primary-Long,7
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",41-2031.00,Retail Salespersons,Primary-Long,8
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",11-9179.02,Spa Managers,Primary-Long,9
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",27-1022.00,Fashion Designers,Primary-Long,10
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",51-9123.00,"Painting, Coating, and Decorating Workers",Supplemental,11
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",51-6011.00,Laundry and Dry-Cleaning Workers,Supplemental,12
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",27-1023.00,Floral Designers,Supplemental,13
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",51-9071.00,Jewelers and Precious Stone and Metal Workers,Supplemental,14
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",51-6041.00,Shoe and Leather Workers and Repairers,Supplemental,15
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",37-2012.00,Maids and Housekeeping Cleaners,Supplemental,16
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",29-2081.00,"Opticians, Dispensing",Supplemental,17
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",51-7021.00,Furniture Finishers,Supplemental,18
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-3092.00,Costume Attendants,Supplemental,19
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",47-2141.00,"Painters, Construction and Maintenance",Supplemental,20
39-5091.00,"Makeup Artists, Theatrical and Performance",39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Primary-Short,1
39-5091.00,"Makeup Artists, Theatrical and Performance",39-5094.00,Skincare Specialists,Primary-Short,2
39-5091.00,"Makeup Artists, Theatrical and Performance",39-3092.00,Costume Attendants,Primary-Short,3
39-5091.00,"Makeup Artists, Theatrical and Performance",39-5092.00,Manicurists and Pedicurists,Primary-Short,4
39-5091.00,"Makeup Artists, Theatrical and Performance",51-9123.00,"Painting, Coating, and Decorating Workers",Primary-Short,5
39-5091.00,"Makeup Artists, Theatrical and Performance",27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Primary-Long,6
39-5091.00,"Makeup Artists, Theatrical and Performance",39-5093.00,Shampooers,Primary-Long,7
39-5091.00,"Makeup Artists, Theatrical and Performance",39-5011.00,Barbers,Primary-Long,8
39-5091.00,"Makeup Artists, Theatrical and Performance",27-1012.00,Craft Artists,Primary-Long,9
39-5091.00,"Makeup Artists, Theatrical and Performance",27-1022.00,Fashion Designers,Primary-Long,10
39-5091.00,"Makeup Artists, Theatrical and Performance",27-1014.00,Special Effects Artists and Animators,Supplemental,11
39-5091.00,"Makeup Artists, Theatrical and Performance",41-9012.00,Models,Supplemental,12
39-5091.00,"Makeup Artists, Theatrical and Performance",27-4021.00,Photographers,Supplemental,13
39-5091.00,"Makeup Artists, Theatrical and Performance",47-2141.00,"Painters, Construction and Maintenance",Supplemental,14
39-5091.00,"Makeup Artists, Theatrical and Performance",27-1024.00,Graphic Designers,Supplemental,15
39-5091.00,"Makeup Artists, Theatrical and Performance",51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Supplemental,16
39-5091.00,"Makeup Artists, Theatrical and Performance",51-6051.00,"Sewers, Hand",Supplemental,17
39-5091.00,"Makeup Artists, Theatrical and Performance",51-9071.00,Jewelers and Precious Stone and Metal Workers,Supplemental,18
39-5091.00,"Makeup Artists, Theatrical and Performance",51-9194.00,Etchers and Engravers,Supplemental,19
39-5091.00,"Makeup Artists, Theatrical and Performance",27-1023.00,Floral Designers,Supplemental,20
39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Primary-Short,1
39-5092.00,Manicurists and Pedicurists,51-9123.00,"Painting, Coating, and Decorating Workers",Primary-Short,2
39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,Primary-Short,3
39-5092.00,Manicurists and Pedicurists,39-5011.00,Barbers,Primary-Short,4
39-5092.00,Manicurists and Pedicurists,39-5093.00,Shampooers,Primary-Short,5
39-5092.00,Manicurists and Pedicurists,51-7021.00,Furniture Finishers,Primary-Long,6
39-5092.00,Manicurists and Pedicurists,39-5091.00,"Makeup Artists, Theatrical and Performance",Primary-Long,7
39-5092.00,Manicurists and Pedicurists,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Primary-Long,8
39-5092.00,Manicurists and Pedicurists,51-9022.00,"Grinding and Polishing Workers, Hand",Primary-Long,9
39-5092.00,Manicurists and Pedicurists,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Primary-Long,10
39-5092.00,Manicurists and Pedicurists,51-6042.00,Shoe Machine Operators and Tenders,Supplemental,11
39-5092.00,Manicurists and Pedicurists,51-6051.00,"Sewers, Hand",Supplemental,12
39-5092.00,Manicurists and Pedicurists,51-6041.00,Shoe and Leather Workers and Repairers,Supplemental,13
39-5092.00,Manicurists and Pedicurists,51-6011.00,Laundry and Dry-Cleaning Workers,Supplemental,14
39-5092.00,Manicurists and Pedicurists,47-2141.00,"Painters, Construction and Maintenance",Supplemental,15
39-5092.00,Manicurists and Pedicurists,51-9031.00,"Cutters and Trimmers, Hand",Supplemental,16
39-5092.00,Manicurists and Pedicurists,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Supplemental,17
39-5092.00,Manicurists and Pedicurists,51-9081.00,Dental Laboratory Technicians,Supplemental,18
39-5092.00,Manicurists and Pedicurists,51-9194.00,Etchers and Engravers,Supplemental,19
39-5092.00,Manicurists and Pedicurists,51-4071.00,Foundry Mold and Coremakers,Supplemental,20
39-5093.00,Shampooers,39-5094.00,Skincare Specialists,Primary-Short,1
39-5093.00,Shampooers,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Primary-Short,2
39-5093.00,Shampooers,31-9011.00,Massage Therapists,Primary-Short,3
39-5093.00,Shampooers,39-5011.00,Barbers,Primary-Short,4
39-5093.00,Shampooers,39-5092.00,Manicurists and Pedicurists,Primary-Short,5
39-5093.00,Shampooers,39-5091.00,"Makeup Artists, Theatrical and Performance",Primary-Long,6
39-5093.00,Shampooers,31-2022.00,Physical Therapist Aides,Primary-Long,7
39-5093.00,Shampooers,31-1121.00,Home Health Aides,Primary-Long,8
39-5093.00,Shampooers,51-6011.00,Laundry and Dry-Cleaning Workers,Primary-Long,9
39-5093.00,Shampooers,31-1131.00,Nursing Assistants,Primary-Long,10
39-5093.00,Shampooers,29-9093.00,Surgical Assistants,Supplemental,11
39-5093.00,Shampooers,29-1022.00,Oral and Maxillofacial Surgeons,Supplemental,12
39-5093.00,Shampooers,29-1243.00,Pediatric Surgeons,Supplemental,13
39-5093.00,Shampooers,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,14
39-5093.00,Shampooers,29-1021.00,"Dentists, General",Supplemental,15
39-5093.00,Shampooers,29-1291.00,Acupuncturists,Supplemental,16
39-5093.00,Shampooers,31-9091.00,Dental Assistants,Supplemental,17
39-5093.00,Shampooers,29-2056.00,Veterinary Technologists and Technicians,Supplemental,18
39-5093.00,Shampooers,29-1292.00,Dental Hygienists,Supplemental,19
